✔ cards preserve outer tracks, regions and headings while measuring a rounded inner box (8.156042ms)
✔ slide false overrides host cards; nested leaves receive one inset and preserve group geometry (1.427667ms)
✔ card padding participates in automatic score, strict overflow and whole-document pagination (222.243209ms)
✔ accepted code uses rounded cells and preserves body compatibility without repeated explanation measurements (2.62675ms)
✔ candidate penalties include complete code metadata and charge overflowing leaves once (10.061375ms)
✔ strict ancestors reject code metadata paths and cannot be weakened by descendants (189.509084ms)
✔ explicit code placement and weights remain authoritative even when metadata overflows (14.622167ms)
✔ pagination preserves exact code bytes, metadata, ranges and floors across wide and portrait slides (272.280041ms)
✔ irreducible code metadata rejects pagination even after earlier content or with an empty body (180.821542ms)
✔ complete code parts preserve exact filename, language, body, whitespace and hard line boundaries (9.368916ms)
✔ shorthand, empty source and absent metadata retain their source and generated-label distinction (5.796792ms)
✔ long language labels and filenames are measured within their cell before allocating the body (12.994292ms)
✔ wrapped whitespace and graphemes retain contiguous source offsets, including CRLF and blank final lines (0.515583ms)
✔ tabs use measured space stops and never send control tabs to the font-width provider (0.382917ms)
✔ readability floors scale once and body shrinking preserves all code content (0.222083ms)
✔ irreducible body and metadata failures remain explicit; strict mode does not return partial output (14.705875ms)
✔ invalid inner boxes never become invented one-pixel fits; malformed options reject (1.677708ms)
✔ font trials stay bounded independently of canvas scale (19.171291ms)
✔ opaque contrast follows unrounded sRGB luminance thresholds (1.084917ms)
✔ chart marks retain passing colors and brighten/darken failing opaque palettes (19.291708ms)
  ✔ preview record 'stats-metrics' bytes match its source file's UTF-8 byte length (0.033958ms)
  ✔ preview record 'status-rag' bytes match its source file's UTF-8 byte length (0.033875ms)
  ✔ preview record 'swimlane-process' bytes match its source file's UTF-8 byte length (0.046459ms)
  ✔ preview record 'swot-analysis' bytes match its source file's UTF-8 byte length (0.035834ms)
  ✔ preview record 'team-bio' bytes match its source file's UTF-8 byte length (0.035583ms)
  ✔ preview record 'testimonial-grid' bytes match its source file's UTF-8 byte length (0.258958ms)
  ✔ preview record 'thank-you-cta' bytes match its source file's UTF-8 byte length (0.167292ms)
  ✔ preview record 'three-column' bytes match its source file's UTF-8 byte length (0.134375ms)
  ✔ preview record 'timeline' bytes match its source file's UTF-8 byte length (0.1355ms)
  ✔ preview record 'title-slide' bytes match its source file's UTF-8 byte length (0.122ms)
  ✔ preview record 'two-column' bytes match its source file's UTF-8 byte length (0.118292ms)
  ✔ preview record 'venn-overlap' bytes match its source file's UTF-8 byte length (0.107458ms)
  ✔ preview record 'waterfall-bridge' bytes match its source file's UTF-8 byte length (0.102458ms)
  ✔ preview record 'wheel-radial' bytes match its source file's UTF-8 byte length (0.095417ms)
✔ layoutPreviewIndex export (8.62425ms)
▶ getLayoutPreview
  ✔ returns the HTML for a known slug (0.1255ms)
  ✔ returns undefined for a bogus slug (0.043917ms)
✔ getLayoutPreview (0.258834ms)
▶ hasLayoutPreview
  ✔ returns true for a known slug (0.079167ms)
  ✔ returns false for a bogus slug (0.040917ms)
✔ hasLayoutPreview (0.179959ms)
✔ accepted quote geometry includes all parts without changing source or re-measuring for explanations (2.632708ms)
✔ automatic candidates account for footer fit and choose the arrangement that keeps it readable (11.03375ms)
✔ strict ancestors reject a quote body diagnostic below the leaf path (212.874208ms)
✔ strict path matching respects component boundaries rather than numeric prefixes (211.902416ms)
✔ pagination preserves quote body, repeated metadata, ranges and the accepted readability floor (872.509667ms)
✔ irreducible footer overflow rejects pagination without mutating or returning partial content (15.07025ms)
✔ complete quote layout preserves source ranges, requested/resolved styles and legacy readable geometry (2.3025ms)
✔ shorthand and empty metadata preserve schema paths without an invented footer (0.281209ms)
✔ body and footer share available space before shrinking text or changing the outer arrangement (12.503333ms)
✔ long footer, body/footer collision and strict rejection remain explicit without source truncation (98.042375ms)
✔ tiny cells retain invalid available dimensions and never measure an invented fitting box (0.152583ms)
✔ explicit readability floors are respected after scaling, including above nominal footer size (0.13925ms)
✔ invalid content, geometry, scales and policies fail before reporting a usable layout (0.146875ms)
✔ plain, rich, list description, marker and table glyphs honor selected floors (3.0835ms)
✔ short headings and nested content use the scaled floor with or without outlines (2.056167ms)
✔ irreducible content reports overflow and bounded fitting always evaluates the floor (29.211417ms)
✔ pagination retains source and enforces the selected floor on table cells and descriptions (176.98825ms)
✔ rich table cells and headers use canonical runs while scalar values remain valid (173.500333ms)
✔ table overflow uses run metrics and pagination preserves whole rich cells (34.745292ms)
▶ spec file manifest
  ✔ spec-files subpath export matches the main index's specFileEntries (0.579667ms)
  ✔ specFilePaths includes the expected canonical paths (0.168167ms)
  ✔ openapi.yaml manifest entry has the expected kind, mediaType, and packagePath (0.189708ms)
✔ spec file manifest (1.880875ms)
▶ dist/spec assets
  ✔ dist/spec ships openapi.yaml, the presentation schema, and the layouts catalog index (0.349708ms)
  ✔ dist/spec/openapi.yaml starts with an 'openapi:' declaration (0.4535ms)
  ✔ dist/spec/schemas/opf.schema.json $id matches the exported presentation schema's $id (0.704458ms)
✔ dist/spec assets (1.713667ms)
✔ styled values coexist with scalar, rich, empty and merged header cells (134.856042ms)
✔ schema rejects ambiguous values and unsupported style properties (8.691292ms)
✔ spans reject hidden content, missing covered positions, overlap and header crossing (9.227417ms)
✔ span rectangles preserve dense column indexes and editable value paths (1.366167ms)
✔ vertical alignment and padding use the full merged rectangle (0.420583ms)
✔ staggered vertical merges reserve enough space for every anchor (0.286875ms)
✔ pagination preserves vertical merge groups, rich styles, headers and source ranges (29.092459ms)
✔ overlapping merge groups are atomic, and oversized groups fail without partial output (0.660167ms)
✔ short table rows preserve baseline geometry and missing cells (1.482167ms)
✔ wrapped and rich multiline rows grow into available space (4.658ms)
✔ constrained tables consume spare row height before reporting real overflow (0.567875ms)
✔ readability settings and mixed-font metrics govern row fitting (0.505125ms)
✔ pagination retains complete multiline rows and repeated headers (178.369959ms)
✔ mixed-size table paragraphs reserve the native uniform line spacing (1.232708ms)
✔ spare height in short rows is removed before any font shrinking (0.164208ms)
✔ optional outline providers distinguish unknown measurement from no ink (0.665666ms)
✔ shared placement respects alignment and contains negative bearings and right overhangs (0.267125ms)
✔ tall outlines move following baselines as a group without intersecting (0.076292ms)
✔ missing ink preserves empty lines; irreducible width or height remains overflow (0.071375ms)
✔ malformed placements and providers reject invalid numeric claims (0.277458ms)
✔ composition preserves width-only behavior and exposes the actual outline policy (1.515417ms)
✔ outline failures participate in bounded fitting, candidate scores and strict errors (1.425625ms)
✔ presentation pagination forwards outline padding and effective title alignment (140.034375ms)
✔ invalid outline coordinates fail instead of silently claiming fit (0.141875ms)
✔ timeline parts keep exact array/object source paths, whitespace, selected floors and outlined ink (8.082875ms)
✔ timeline tries a vertical arrangement before accepting unreadable narrow labels (0.772542ms)
✔ timeline rejects irreducible fields and invalid inputs with bounded attempts and source diagnostics (8.159292ms)
✔ composition measures nested timelines and pagination preserves atomic event order and metadata (189.650625ms)
▶ basic presentation validation entry points
  ✔ well-formed presentation validates via validatePresentation (123.14225ms)
  ✔ well-formed presentation validates via validate(doc, 'presentation') (0.133042ms)
  ✔ well-formed presentation passes assertValid without throwing (0.125792ms)
✔ basic presentation validation entry points (123.852083ms)
▶ presentation shapes that must validate
  ✔ Root Payload (0.228917ms)
  ✔ Array Metadata (0.1045ms)
  ✔ Slide Design (1.140584ms)
  ✔ Inline Language (0.089958ms)
  ✔ Inline Audience Purpose Tone (0.162041ms)
  ✔ Columns (1.161709ms)
  ✔ Rows (0.364958ms)
  ✔ Chart And Table Objects (0.680042ms)
  ✔ Chart Data Source (0.171625ms)
  ✔ Grid (0.115333ms)
  ✔ Blocks (0.176083ms)
  ✔ Rich Text (0.058625ms)
  ✔ Bullets (0.320792ms)
  ✔ Media Source String Forms (0.778125ms)
  ✔ Code Block (0.062042ms)
  ✔ Metric Quote Timeline (0.268833ms)
  ✔ Implicit Text List Blocks (0.0575ms)
  ✔ Implicit Text Bullets List Blocks (0.052542ms)
  ✔ Implicit Mixed Content Blocks (0.066166ms)
  ✔ Singular Audience Text (0.050875ms)
✔ presentation shapes that must validate (6.434041ms)
▶ presentation shapes that must be rejected
  ✔ Overlap (0.262084ms)
  ✔ Bad Span (0.08375ms)
  ✔ Root Title (root-level "title" field is rejected) (0.044375ms)
  ✔ Unknown Slide Field (0.039542ms)
  ✔ Mixed Root And Regions (0.053ms)
  ✔ Missing List Items (0.038125ms)
  ✔ Missing Image Source (0.029167ms)
  ✔ Missing Video Source (0.027791ms)
  ✔ Missing Chart Payload (0.026166ms)
  ✔ Missing Chart Data (0.043ms)
  ✔ Old Chart Data Shape Rejected (0.053541ms)
  ✔ Missing Table Payload (0.02675ms)
  ✔ Removed Loose Chart Fields (0.036125ms)
  ✔ Removed Loose Table Fields (0.037708ms)
  ✔ Removed Table Headers Field (0.071333ms)
  ✔ Removed Chart Data Asset Field (0.633167ms)
  ✔ Image Array Rejected (2.930209ms)
  ✔ Video Array Rejected (3.870125ms)
  ✔ Missing Asset Src (0.263208ms)
  ✔ Removed Asset Type Field (0.187459ms)
  ✔ Missing List Item Text (0.15075ms)
  ✔ Bullet Description Rejected (0.131542ms)
  ✔ Removed Runs Field (0.098708ms)
  ✔ Removed Src Field (0.110459ms)
  ✔ Renamed Design Overrides (0.127042ms)
  ✔ Removed Loose Code Language Field (0.133625ms)
  ✔ Missing Code Source (0.119084ms)
  ✔ Missing Metric Payload (0.102625ms)
  ✔ Missing Metric Value (0.122833ms)
  ✔ Removed Loose Metric Fields (0.17925ms)
  ✔ Missing Quote Payload (0.10475ms)
  ✔ Missing Quote Text (0.15525ms)
  ✔ Removed Loose Quote Fields (0.143709ms)
  ✔ Missing Timeline Payload (0.10925ms)
  ✔ Missing Timeline Event What (0.115417ms)
  ✔ Removed Loose Events Field (0.085291ms)
  ✔ Removed Placeholder Type (0.079375ms)
  ✔ Removed Prompt Field (0.14725ms)
  ✔ Removed Expected Type Field (0.082917ms)
  ✔ Removed Group Type (0.126167ms)
  ✔ Removed Children Field (0.086041ms)
  ✔ Nested Blocks Field (0.195791ms)
  ✔ Removed Shape Type (0.095ms)
  ✔ Removed Shape Field (0.194209ms)
  ✔ Explicit Type Mixed Payload Kinds (0.120084ms)
  ✔ Region Mixed Payload Kinds (0.081875ms)
  ✔ Incomplete Language (0.0605ms)
  ✔ Incomplete Audience (0.055083ms)
  ✔ Incomplete Purpose (0.044833ms)
  ✔ Incomplete Tone (0.042542ms)
  ✔ Invalid UK English Tag (0.033042ms)
  ✔ Fractional Duration (0.031541ms)
✔ presentation shapes that must be rejected (13.345792ms)
▶ catalog-id warning behavior
  ✔ unknown narrative id warns but does not invalidate (0.351083ms)
  ✔ known narrative id produces no warnings (0.029875ms)
  ✔ object-form narrative with unknown id is a custom inline narrative, not a broken reference (0.038417ms)
  ✔ unknown design references warn at their respective paths (0.494916ms)
  ✔ unknown chart type id warns at the chart type path (0.08525ms)
  ✔ inline catalog record legitimizes an id the bundled catalogs don't know (0.159833ms)
  ✔ custom catalog source legitimizes an id the bundled catalogs don't know (0.039625ms)
✔ catalog-id warning behavior (1.27225ms)
✔ Windows package invocation preserves literal arguments and ignores the other manager (55.642292ms)
✔ local package links build through real npm and can replace existing junctions (668.455875ms)
✔ local linking refuses a node_modules parent that resolves outside its checkout (26.610583ms)
ℹ tests 500
ℹ suites 20
ℹ pass 500
ℹ fail 0
ℹ cancelled 0
ℹ skipped 0
ℹ todo 0
ℹ duration_ms 1706.932541
Composition: geometry, preservation, responsive grids, weights, regions, diagnostics and schemas passed.
Nested groups: containment, source paths, region composition, inheritance, strict overflow and depth guards passed.
Pagination: exact text/rich-run preservation, groups, lists, tables, regions, mappings, IDs, limits and fit passed.
Data import passed 40 parsing, preservation, mapping, and error checks.
Rich text passed 16 shared-layout checks.
Lists passed: rich runs, descriptions, nesting, hanging indents, consistent shrink, source paths, Unicode, overflow and exact pagination.
