✔ cards preserve outer tracks, regions and headings while measuring a rounded inner box (10.183584ms)
✔ slide false overrides host cards; nested leaves receive one inset and preserve group geometry (0.818958ms)
✔ card padding participates in automatic score, strict overflow and whole-document pagination (191.064125ms)
✔ accepted code uses rounded cells and preserves body compatibility without repeated explanation measurements (2.904208ms)
✔ candidate penalties include complete code metadata and charge overflowing leaves once (14.333416ms)
✔ strict ancestors reject code metadata paths and cannot be weakened by descendants (187.264916ms)
✔ explicit code placement and weights remain authoritative even when metadata overflows (10.798666ms)
✔ pagination preserves exact code bytes, metadata, ranges and floors across wide and portrait slides (239.678459ms)
✔ irreducible code metadata rejects pagination even after earlier content or with an empty body (155.819833ms)
✔ complete code parts preserve exact filename, language, body, whitespace and hard line boundaries (3.76825ms)
✔ shorthand, empty source and absent metadata retain their source and generated-label distinction (0.26875ms)
✔ long language labels and filenames are measured within their cell before allocating the body (3.702542ms)
✔ wrapped whitespace and graphemes retain contiguous source offsets, including CRLF and blank final lines (0.4755ms)
✔ tabs use measured space stops and never send control tabs to the font-width provider (0.347875ms)
✔ readability floors scale once and body shrinking preserves all code content (0.237125ms)
✔ irreducible body and metadata failures remain explicit; strict mode does not return partial output (11.388958ms)
✔ invalid inner boxes never become invented one-pixel fits; malformed options reject (0.212375ms)
✔ font trials stay bounded independently of canvas scale (11.092042ms)
✔ opaque contrast follows unrounded sRGB luminance thresholds (0.510084ms)
✔ chart marks retain passing colors and brighten/darken failing opaque palettes (9.422875ms)
  ✔ preview record 'risk-heatmap' bytes match its source file's UTF-8 byte length (0.035625ms)
  ✔ preview record 'roadmap' bytes match its source file's UTF-8 byte length (0.035541ms)
  ✔ preview record 'screenshot-walkthrough' bytes match its source file's UTF-8 byte length (0.045375ms)
  ✔ preview record 'section-divider' bytes match its source file's UTF-8 byte length (0.034916ms)
  ✔ preview record 'single-message-statement' bytes match its source file's UTF-8 byte length (0.034833ms)
  ✔ preview record 'stats-metrics' bytes match its source file's UTF-8 byte length (0.035292ms)
  ✔ preview record 'status-rag' bytes match its source file's UTF-8 byte length (0.047916ms)
  ✔ preview record 'swimlane-process' bytes match its source file's UTF-8 byte length (0.045584ms)
  ✔ preview record 'swot-analysis' bytes match its source file's UTF-8 byte length (4.224458ms)
  ✔ preview record 'team-bio' bytes match its source file's UTF-8 byte length (0.079125ms)
  ✔ preview record 'testimonial-grid' bytes match its source file's UTF-8 byte length (0.048417ms)
  ✔ preview record 'thank-you-cta' bytes match its source file's UTF-8 byte length (0.041709ms)
  ✔ preview record 'three-column' bytes match its source file's UTF-8 byte length (0.039ms)
  ✔ preview record 'timeline' bytes match its source file's UTF-8 byte length (0.038958ms)
  ✔ preview record 'title-slide' bytes match its source file's UTF-8 byte length (0.037583ms)
  ✔ preview record 'two-column' bytes match its source file's UTF-8 byte length (0.034666ms)
  ✔ preview record 'venn-overlap' bytes match its source file's UTF-8 byte length (0.035958ms)
  ✔ preview record 'waterfall-bridge' bytes match its source file's UTF-8 byte length (0.035834ms)
  ✔ preview record 'wheel-radial' bytes match its source file's UTF-8 byte length (0.035167ms)
✔ layoutPreviewIndex export (11.603084ms)
▶ getLayoutPreview
  ✔ returns the HTML for a known slug (0.082875ms)
  ✔ returns undefined for a bogus slug (0.02025ms)
✔ getLayoutPreview (0.145542ms)
▶ hasLayoutPreview
  ✔ returns true for a known slug (0.033333ms)
  ✔ returns false for a bogus slug (0.016209ms)
✔ hasLayoutPreview (0.0745ms)
✔ accepted quote geometry includes all parts without changing source or re-measuring for explanations (5.636916ms)
✔ automatic candidates account for footer fit and choose the arrangement that keeps it readable (9.415584ms)
✔ strict ancestors reject a quote body diagnostic below the leaf path (180.519042ms)
✔ strict path matching respects component boundaries rather than numeric prefixes (265.594625ms)
✔ pagination preserves quote body, repeated metadata, ranges and the accepted readability floor (730.791459ms)
✔ irreducible footer overflow rejects pagination without mutating or returning partial content (13.360625ms)
✔ complete quote layout preserves source ranges, requested/resolved styles and legacy readable geometry (3.460708ms)
✔ shorthand and empty metadata preserve schema paths without an invented footer (0.367208ms)
✔ body and footer share available space before shrinking text or changing the outer arrangement (8.965084ms)
✔ long footer, body/footer collision and strict rejection remain explicit without source truncation (90.972625ms)
✔ tiny cells retain invalid available dimensions and never measure an invented fitting box (0.141958ms)
✔ explicit readability floors are respected after scaling, including above nominal footer size (0.13025ms)
✔ invalid content, geometry, scales and policies fail before reporting a usable layout (0.1415ms)
✔ plain, rich, list description, marker and table glyphs honor selected floors (4.511125ms)
✔ short headings and nested content use the scaled floor with or without outlines (6.811041ms)
✔ irreducible content reports overflow and bounded fitting always evaluates the floor (28.741708ms)
✔ pagination retains source and enforces the selected floor on table cells and descriptions (162.821167ms)
✔ rich table cells and headers use canonical runs while scalar values remain valid (131.777917ms)
✔ table overflow uses run metrics and pagination preserves whole rich cells (29.061542ms)
▶ spec file manifest
  ✔ spec-files subpath export matches the main index's specFileEntries (0.261333ms)
  ✔ specFilePaths includes the expected canonical paths (0.073083ms)
  ✔ openapi.yaml manifest entry has the expected kind, mediaType, and packagePath (0.075ms)
✔ spec file manifest (0.833125ms)
▶ dist/spec assets
  ✔ dist/spec ships openapi.yaml, the presentation schema, and the layouts catalog index (0.144208ms)
  ✔ dist/spec/openapi.yaml starts with an 'openapi:' declaration (0.206291ms)
  ✔ dist/spec/schemas/opf.schema.json $id matches the exported presentation schema's $id (0.633791ms)
✔ dist/spec assets (1.0765ms)
✔ styled values coexist with scalar, rich, empty and merged header cells (115.50175ms)
✔ schema rejects ambiguous values and unsupported style properties (0.447833ms)
✔ spans reject hidden content, missing covered positions, overlap and header crossing (6.977125ms)
✔ span rectangles preserve dense column indexes and editable value paths (6.669208ms)
✔ vertical alignment and padding use the full merged rectangle (1.973791ms)
✔ staggered vertical merges reserve enough space for every anchor (0.2995ms)
✔ pagination preserves vertical merge groups, rich styles, headers and source ranges (17.486625ms)
✔ overlapping merge groups are atomic, and oversized groups fail without partial output (0.739292ms)
✔ short table rows preserve baseline geometry and missing cells (1.468042ms)
✔ wrapped and rich multiline rows grow into available space (5.061291ms)
✔ constrained tables consume spare row height before reporting real overflow (0.593125ms)
✔ readability settings and mixed-font metrics govern row fitting (0.442333ms)
✔ pagination retains complete multiline rows and repeated headers (172.702875ms)
✔ mixed-size table paragraphs reserve the native uniform line spacing (0.198417ms)
✔ spare height in short rows is removed before any font shrinking (0.122917ms)
✔ optional outline providers distinguish unknown measurement from no ink (0.76125ms)
✔ shared placement respects alignment and contains negative bearings and right overhangs (0.295125ms)
✔ tall outlines move following baselines as a group without intersecting (0.078208ms)
✔ missing ink preserves empty lines; irreducible width or height remains overflow (0.074959ms)
✔ malformed placements and providers reject invalid numeric claims (0.29325ms)
✔ composition preserves width-only behavior and exposes the actual outline policy (2.692875ms)
✔ outline failures participate in bounded fitting, candidate scores and strict errors (1.336291ms)
✔ presentation pagination forwards outline padding and effective title alignment (117.125375ms)
✔ invalid outline coordinates fail instead of silently claiming fit (0.12625ms)
✔ timeline parts keep exact array/object source paths, whitespace, selected floors and outlined ink (7.535208ms)
✔ timeline tries a vertical arrangement before accepting unreadable narrow labels (0.792834ms)
✔ timeline rejects irreducible fields and invalid inputs with bounded attempts and source diagnostics (7.937125ms)
✔ composition measures nested timelines and pagination preserves atomic event order and metadata (182.3415ms)
▶ basic presentation validation entry points
  ✔ well-formed presentation validates via validatePresentation (104.411916ms)
  ✔ well-formed presentation validates via validate(doc, 'presentation') (0.129375ms)
  ✔ well-formed presentation passes assertValid without throwing (0.123ms)
✔ basic presentation validation entry points (105.108542ms)
▶ presentation shapes that must validate
  ✔ Root Payload (0.223459ms)
  ✔ Array Metadata (0.099792ms)
  ✔ Slide Design (1.023042ms)
  ✔ Inline Language (0.083792ms)
  ✔ Inline Audience Purpose Tone (0.152125ms)
  ✔ Columns (1.004625ms)
  ✔ Rows (0.364042ms)
  ✔ Chart And Table Objects (0.645541ms)
  ✔ Chart Data Source (0.172667ms)
  ✔ Grid (0.122583ms)
  ✔ Blocks (0.186417ms)
  ✔ Rich Text (0.061083ms)
  ✔ Bullets (0.273166ms)
  ✔ Media Source String Forms (0.777625ms)
  ✔ Code Block (0.062ms)
  ✔ Metric Quote Timeline (0.251542ms)
  ✔ Implicit Text List Blocks (0.061917ms)
  ✔ Implicit Text Bullets List Blocks (0.058ms)
  ✔ Implicit Mixed Content Blocks (0.091875ms)
  ✔ Singular Audience Text (0.052292ms)
✔ presentation shapes that must validate (6.097583ms)
▶ presentation shapes that must be rejected
  ✔ Overlap (0.267333ms)
  ✔ Bad Span (0.062541ms)
  ✔ Root Title (root-level "title" field is rejected) (0.080333ms)
  ✔ Unknown Slide Field (0.045208ms)
  ✔ Mixed Root And Regions (0.054292ms)
  ✔ Missing List Items (0.038708ms)
  ✔ Missing Image Source (0.029875ms)
  ✔ Missing Video Source (0.026917ms)
  ✔ Missing Chart Payload (0.026375ms)
  ✔ Missing Chart Data (0.043833ms)
  ✔ Old Chart Data Shape Rejected (0.052625ms)
  ✔ Missing Table Payload (0.028417ms)
  ✔ Removed Loose Chart Fields (0.03825ms)
  ✔ Removed Loose Table Fields (0.039083ms)
  ✔ Removed Table Headers Field (0.076375ms)
  ✔ Removed Chart Data Asset Field (0.050042ms)
  ✔ Image Array Rejected (0.0435ms)
  ✔ Video Array Rejected (0.04025ms)
  ✔ Missing Asset Src (0.032208ms)
  ✔ Removed Asset Type Field (0.243083ms)
  ✔ Missing List Item Text (0.181209ms)
  ✔ Bullet Description Rejected (0.133125ms)
  ✔ Removed Runs Field (0.340625ms)
  ✔ Removed Src Field (0.174291ms)
  ✔ Renamed Design Overrides (0.12625ms)
  ✔ Removed Loose Code Language Field (0.130625ms)
  ✔ Missing Code Source (0.19125ms)
  ✔ Missing Metric Payload (0.10175ms)
  ✔ Missing Metric Value (0.272333ms)
  ✔ Removed Loose Metric Fields (0.127958ms)
  ✔ Missing Quote Payload (0.082042ms)
  ✔ Missing Quote Text (0.237667ms)
  ✔ Removed Loose Quote Fields (0.985ms)
  ✔ Missing Timeline Payload (0.63475ms)
  ✔ Missing Timeline Event What (0.088459ms)
  ✔ Removed Loose Events Field (0.043875ms)
  ✔ Removed Placeholder Type (0.057625ms)
  ✔ Removed Prompt Field (0.069042ms)
  ✔ Removed Expected Type Field (0.03925ms)
  ✔ Removed Group Type (0.054292ms)
  ✔ Removed Children Field (0.036334ms)
  ✔ Nested Blocks Field (0.079792ms)
  ✔ Removed Shape Type (0.037708ms)
  ✔ Removed Shape Field (0.035417ms)
  ✔ Explicit Type Mixed Payload Kinds (0.044333ms)
  ✔ Region Mixed Payload Kinds (0.056791ms)
  ✔ Incomplete Language (0.046333ms)
  ✔ Incomplete Audience (0.042166ms)
  ✔ Incomplete Purpose (0.037875ms)
  ✔ Incomplete Tone (0.042792ms)
  ✔ Invalid UK English Tag (0.029417ms)
  ✔ Fractional Duration (0.032625ms)
✔ presentation shapes that must be rejected (6.72725ms)
▶ catalog-id warning behavior
  ✔ unknown narrative id warns but does not invalidate (0.325833ms)
  ✔ known narrative id produces no warnings (0.031458ms)
  ✔ object-form narrative with unknown id is a custom inline narrative, not a broken reference (1.730166ms)
  ✔ unknown design references warn at their respective paths (0.588541ms)
  ✔ unknown chart type id warns at the chart type path (0.105833ms)
  ✔ inline catalog record legitimizes an id the bundled catalogs don't know (0.173833ms)
  ✔ custom catalog source legitimizes an id the bundled catalogs don't know (0.040959ms)
✔ catalog-id warning behavior (3.100375ms)
✔ Windows package invocation preserves literal arguments and ignores the other manager (46.857667ms)
✔ local package links build through real npm and can replace existing junctions (608.204417ms)
✔ local linking refuses a node_modules parent that resolves outside its checkout (26.141625ms)
ℹ tests 507
ℹ suites 20
ℹ pass 507
ℹ fail 0
ℹ cancelled 0
ℹ skipped 0
ℹ todo 0
ℹ duration_ms 1647.165708
Composition: geometry, preservation, responsive grids, weights, regions, diagnostics and schemas passed.
Nested groups: containment, source paths, region composition, inheritance, strict overflow and depth guards passed.
Pagination: exact text/rich-run preservation, groups, lists, tables, regions, mappings, IDs, limits and fit passed.
